date,symbol,margin_purchase,short_sale,foreign,trust,dealer,ftd_total
2016-4-15,1101,-104,-104,3977,1037,682,5696
2016-4-15,1102,-25,-25,2772,4,106,2882
2016-4-15,1216,-308,-308,6905,-1,83,6987
2016-4-15,1301,-3,-3,3629,-89,228,3768
2016-4-15,1303,-95,-95,5870,-61,52,5861
2016-4-15,1326,38,38,2698,600,355,3653
2016-4-15,1402,-348,-348,2708,16,118,2842
2016-4-15,1590,105,105,39,-68,11,-18
2016-4-15,2002,-215,-215,16102,619,-646,16075
2016-4-15,2105,-24,-24,3946,836,8,4790
2016-4-15,2207,-33,-33,344,-18,13,339
2016-4-15,2303,-71,-71,3442,-201,-39,3202
2016-4-15,2308,-447,-447,4947,-31,290,5206
2016-4-15,2317,-410,-410,5312,-122,-601,4589
2016-4-15,2327,-531,-531,64,-129,83,18
2016-4-15,2330,-462,-462,-3566,-1062,126,-4502
2016-4-15,2357,8,8,173,39,0,212
2016-4-15,2379,277,277,-3,307,-5,299
2016-4-15,2382,103,103,-569,-40,8,-601
2016-4-15,2395,1,1,-18,-2,14,-6
2016-4-15,2408,-461,-461,735,-39,-51,645
2016-4-15,2412,-12,-12,4820,34,81,4935
2016-4-15,2454,-484,-484,1329,88,-135,1282
2016-4-15,2474,140,140,-47,-112,174,15
2016-4-15,2801,43,43,1445,-65,-40,1340
2016-4-15,2880,-56,-56,2697,-61,-66,2570
2016-4-15,2881,430,430,8169,-283,406,8292
2016-4-15,2882,356,356,812,-38,-576,198
2016-4-15,2884,-428,-428,-187,-38,-354,-579
2016-4-15,2885,-2401,-2401,7240,56,-144,7152
2016-4-15,2886,-126,-126,16032,-88,50,15994
2016-4-15,2887,-1076,-1076,8611,-54,99,8656
2016-4-15,2891,2898,2898,-6349,16,171,-6162
2016-4-15,2892,-72,-72,960,-61,-255,644
2016-4-15,2912,-31,-31,449,17,1,467
2016-4-15,3008,-120,-120,221,-53,78,246
2016-4-15,3034,144,144,-896,-9,-67,-972
2016-4-15,3045,-9,-9,2191,-55,20,2156
2016-4-15,4904,-2,-2,334,31,43,408
2016-4-15,4938,-223,-223,1278,-213,-195,870
2016-4-15,5871,-29,-29,-227,2,-18,-243
2016-4-15,5880,9,9,2699,-48,26,2677
2016-4-15,6415,-11,-11,2,0,14,16
2016-4-15,6505,-96,-96,2530,129,43,2702
2016-4-15,8046,3,3,-86,10,-5,-81
2016-4-15,9910,-4,-4,251,-33,63,281
2016-4-18,1101,72,72,3336,597,307,4240
2016-4-18,1102,39,39,1886,0,103,1989
2016-4-18,1216,20,20,275,162,-71,366
2016-4-18,1301,39,39,1660,14,-3,1671
2016-4-18,1303,-216,-216,2602,80,-51,2631
2016-4-18,1326,-18,-18,2023,123,214,2360
2016-4-18,1402,153,153,-1071,0,-69,-1140
2016-4-18,1590,-5,-5,45,-3,8,50
2016-4-18,2002,1099,1099,4744,301,226,5271
2016-4-18,2105,-86,-86,4645,664,-39,5270
2016-4-18,2207,10,10,-8,0,-13,-21
2016-4-18,2303,73,73,-7471,0,2081,-5390
2016-4-18,2308,56,56,791,2062,260,3113
2016-4-18,2317,-1235,-1235,4272,-10,-422,3840
2016-4-18,2327,-321,-321,30,0,-448,-418
2016-4-18,2330,254,254,-5190,-308,274,-5224
2016-4-18,2357,-7,-7,80,8,0,88
2016-4-18,2379,-186,-186,-87,0,-30,-117
2016-4-18,2382,-15,-15,983,0,6,989
2016-4-18,2395,-7,-7,-20,0,-27,-47
2016-4-18,2408,-163,-163,73,0,159,232
2016-4-18,2412,11,11,1595,478,17,2090
2016-4-18,2454,-181,-181,18,0,-93,-75
2016-4-18,2474,362,362,-1473,-952,-175,-2600
2016-4-18,2801,-45,-45,667,0,66,733
2016-4-18,2880,1,1,1510,0,-25,1485
2016-4-18,2881,2377,2377,-9657,-368,-997,-11022
2016-4-18,2882,-968,-968,3326,0,-283,3043
2016-4-18,2884,-336,-336,507,0,-8,499
2016-4-18,2885,-112,-112,-1434,0,-121,-1555
2016-4-18,2886,-96,-96,835,-81,-302,452
2016-4-18,2887,-1009,-1009,-208,0,-14,-222
2016-4-18,2891,-2038,-2038,1387,0,-176,1211
2016-4-18,2892,1,1,-3145,0,-37,-3182
2016-4-18,2912,1,1,86,0,-1,85
2016-4-18,3008,-37,-37,126,-27,-31,68
2016-4-18,3034,-37,-37,-517,-2,97,-422
2016-4-18,3045,-10,-10,1542,240,54,1836
2016-4-18,4904,-88,-88,2108,48,-93,2063
2016-4-18,4938,-50,-50,-453,0,49,-404
2016-4-18,5871,-132,-132,644,0,-49,595
2016-4-18,5880,-125,-125,2245,0,-1,2244
2016-4-18,6415,23,23,-1,-32,-6,-39
2016-4-18,6505,-2,-2,-49,180,181,312
2016-4-18,8046,10,10,-26,0,-14,-40
2016-4-18,9910,25,25,-250,-1,32,-219
2016-4-19,1101,-204,-204,1738,9,-145,1602
2016-4-19,1102,72,72,-583,0,-176,-759
2016-4-19,1216,5,5,-615,-69,19,-665
2016-4-19,1301,-34,-34,5102,90,74,5266
2016-4-19,1303,57,57,1538,0,-23,1515
2016-4-19,1326,18,18,7517,-37,336,7816
2016-4-19,1402,33,33,492,0,-26,466
2016-4-19,1590,28,28,-56,157,-7,94
2016-4-19,2002,2405,2405,2722,220,842,3784
2016-4-19,2105,-13,-13,4601,106,-82,4625
2016-4-19,2207,26,26,-112,0,0,-112
2016-4-19,2303,176,176,-12557,-69,-1210,-13836
2016-4-19,2308,681,681,90,452,-138,404
2016-4-19,2317,1057,1057,-5924,-66,235,-5755
2016-4-19,2327,-103,-103,545,0,-557,-12
2016-4-19,2330,483,483,-4567,-157,27,-4697
2016-4-19,2357,-23,-23,40,4,-3,41
2016-4-19,2379,-98,-98,926,268,-20,1174
2016-4-19,2382,-65,-65,3043,0,-41,3002
2016-4-19,2395,20,20,-317,-56,9,-364
2016-4-19,2408,836,836,-324,0,69,-255
2016-4-19,2412,12,12,-941,303,223,-415
2016-4-19,2454,-185,-185,341,0,-57,284
2016-4-19,2474,951,951,-1175,-1085,-391,-2651
2016-4-19,2801,25,25,-2970,0,-88,-3058
2016-4-19,2880,-324,-324,920,0,2,922
2016-4-19,2881,-614,-614,1389,-50,-162,1177
2016-4-19,2882,1766,1766,-11896,-329,-17,-12242
2016-4-19,2884,-237,-237,-4774,75,292,-4407
2016-4-19,2885,1705,1705,-12622,0,6,-12616
2016-4-19,2886,-261,-261,1663,0,-95,1568
2016-4-19,2887,1923,1923,4820,0,118,4938
2016-4-19,2891,-359,-359,3295,-96,-394,2805
2016-4-19,2892,25,25,-8849,0,3,-8846
2016-4-19,2912,2,2,987,-18,-1,968
2016-4-19,3008,69,69,-108,6,-64,-166
2016-4-19,3034,608,608,-6642,-110,18,-6734
2016-4-19,3045,3,3,1217,255,51,1523
2016-4-19,4904,-10,-10,994,167,110,1271
2016-4-19,4938,1066,1066,-5218,-368,156,-5430
2016-4-19,5871,-27,-27,282,0,-47,235
2016-4-19,5880,42,42,592,0,-27,565
2016-4-19,6415,19,19,115,-85,-47,-17
2016-4-19,6505,-19,-19,1964,5,-62,1907
2016-4-19,8046,-11,-11,-25,0,0,-25
2016-4-19,9910,-28,-28,-80,-38,3,-115
2016-4-20,1101,-211,-211,1913,268,-451,1730
2016-4-20,1102,-5,-5,-341,-1,120,-222
2016-4-20,1216,0,0,3186,5,148,3339
2016-4-20,1301,51,51,2499,301,-46,2754
2016-4-20,1303,160,160,1199,0,236,1435
2016-4-20,1326,30,30,2465,543,489,3497
2016-4-20,1402,331,331,-847,0,-91,-938
2016-4-20,1590,-96,-96,403,41,28,472
2016-4-20,2002,-136,-136,11695,948,481,13124
2016-4-20,2105,329,329,3016,820,183,4019
2016-4-20,2207,-1,-1,-155,-3,-5,-163
2016-4-20,2303,-293,-293,-7083,272,-667,-7478
2016-4-20,2308,117,117,1919,-1,-162,1756
2016-4-20,2317,231,231,-17323,-1,-125,-17449
2016-4-20,2327,-159,-159,392,-2,-172,218
2016-4-20,2330,1055,1055,-10636,-624,422,-10838
2016-4-20,2357,-7,-7,813,0,0,813
2016-4-20,2379,-88,-88,860,85,-18,927
2016-4-20,2382,218,218,466,0,-1,465
2016-4-20,2395,11,11,81,12,-2,91
2016-4-20,2408,-356,-356,-597,0,-272,-869
2016-4-20,2412,81,81,-441,-37,209,-269
2016-4-20,2454,-404,-404,1706,13,-129,1590
2016-4-20,2474,-426,-426,2611,-72,744,3283
2016-4-20,2801,10,10,690,2,-4,688
2016-4-20,2880,81,81,-475,1,-65,-539
2016-4-20,2881,-942,-942,1305,4,-1406,-97
2016-4-20,2882,-421,-421,-2020,18,-562,-2564
2016-4-20,2884,-29,-29,-4080,1,-35,-4114
2016-4-20,2885,752,752,-4015,67,-735,-4683
2016-4-20,2886,-178,-178,9915,-55,-802,9058
2016-4-20,2887,1319,1319,-5589,2,383,-5204
2016-4-20,2891,-225,-225,8004,3,-1778,6229
2016-4-20,2892,44,44,-63,2,-85,-146
2016-4-20,2912,30,30,55,0,1,56
2016-4-20,3008,48,48,-60,-1,58,-3
2016-4-20,3034,261,261,-1631,7,225,-1399
2016-4-20,3045,41,41,673,138,147,958
2016-4-20,4904,-17,-17,1080,0,-32,1048
2016-4-20,4938,109,109,-2858,60,55,-2743
2016-4-20,5871,81,81,-685,0,-192,-877
2016-4-20,5880,225,225,-923,2,-61,-982
2016-4-20,6415,-80,-80,216,3,-24,195
2016-4-20,6505,35,35,2157,-149,333,2341
2016-4-20,8046,0,0,-62,0,-43,-105
2016-4-20,9910,120,120,-613,-150,13,-750
2016-4-21,1101,-16,-16,4189,0,61,4250
2016-4-21,1102,-43,-43,937,0,544,1481
2016-4-21,1216,128,128,-1006,48,-23,-981
2016-4-21,1301,52,52,1075,-232,526,1369
2016-4-21,1303,-37,-37,1506,0,-57,1449
2016-4-21,1326,56,56,914,400,492,1806
2016-4-21,1402,-37,-37,1649,0,49,1698
2016-4-21,1590,-86,-86,-1,479,-12,466
2016-4-21,2002,-2089,-2089,30413,645,2795,33853
2016-4-21,2105,-426,-426,7881,534,130,8545
2016-4-21,2207,21,21,8,0,2,10
2016-4-21,2303,717,717,-6171,0,-35,-6206
2016-4-21,2308,-190,-190,2582,49,51,2682
2016-4-21,2317,-751,-751,8322,-8,-487,7827
2016-4-21,2327,-134,-134,398,0,-87,311
2016-4-21,2330,-432,-432,11167,-173,-1184,9810
2016-4-21,2357,-29,-29,324,20,9,353
2016-4-21,2379,64,64,197,0,-10,187
2016-4-21,2382,15,15,1216,18,39,1273
2016-4-21,2395,3,3,334,0,-2,332
2016-4-21,2408,429,429,-1137,0,-80,-1217
2016-4-21,2412,28,28,4607,46,45,4698
2016-4-21,2454,185,185,160,-217,-40,-97
2016-4-21,2474,294,294,853,-109,-667,77
2016-4-21,2801,-16,-16,1567,0,-13,1554
2016-4-21,2880,-241,-241,2473,-60,-17,2396
2016-4-21,2881,307,307,-2350,-567,145,-2772
2016-4-21,2882,-514,-514,3919,-195,-125,3599
2016-4-21,2884,115,115,-9002,0,-5,-9007
2016-4-21,2885,-697,-697,-1173,0,2395,1223
2016-4-21,2886,191,191,6970,-40,-122,6808
2016-4-21,2887,675,675,-955,0,50,-905
2016-4-21,2891,59,59,5056,0,46,5102
2016-4-21,2892,109,109,4469,0,-6,4463
2016-4-21,2912,-5,-5,133,1,1,135
2016-4-21,3008,8,8,-35,0,65,30
2016-4-21,3034,99,99,216,17,-109,124
2016-4-21,3045,-14,-14,97,185,135,417
2016-4-21,4904,-21,-21,3050,0,-52,2998
2016-4-21,4938,109,109,753,-455,-36,262
2016-4-21,5871,-185,-185,390,0,325,715
2016-4-21,5880,-98,-98,-402,0,14,-388
2016-4-21,6415,-16,-16,70,-3,-9,58
2016-4-21,6505,68,68,1657,-70,-59,1528
2016-4-21,8046,1,1,-12,0,-20,-32
2016-4-21,9910,-193,-193,-29,-60,59,-30
2016-4-22,1101,-133,-133,1132,237,68,1437
2016-4-22,1102,12,12,494,0,43,537
2016-4-22,1216,-54,-54,1660,-23,-96,1541
2016-4-22,1301,-50,-50,2517,42,645,3204
2016-4-22,1303,16,16,3946,-32,-54,3860
2016-4-22,1326,-5,-5,2752,-11,-110,2631
2016-4-22,1402,139,139,-946,0,20,-926
2016-4-22,1590,199,199,-801,81,26,-694
2016-4-22,2002,-1868,-1868,17301,680,-756,17225
2016-4-22,2105,252,252,3543,33,-477,3099
2016-4-22,2207,7,7,-21,0,0,-21
2016-4-22,2303,-1203,-1203,1716,0,14,1730
2016-4-22,2308,-205,-205,288,750,-66,972
2016-4-22,2317,-765,-765,9358,70,-1091,8337
2016-4-22,2327,38,38,-389,0,-180,-569
2016-4-22,2330,-291,-291,7473,-86,-2241,5146
2016-4-22,2357,-3,-3,328,5,2,335
2016-4-22,2379,1,1,1070,0,-578,492
2016-4-22,2382,-9,-9,789,0,54,843
2016-4-22,2395,19,19,-55,0,-9,-64
2016-4-22,2408,-573,-573,-824,0,-136,-960
2016-4-22,2412,3,3,5348,88,-17,5419
2016-4-22,2454,269,269,-370,18,-129,-481
2016-4-22,2474,255,255,773,-187,-612,-26
2016-4-22,2801,-164,-164,1050,0,0,1050
2016-4-22,2880,148,148,1634,0,0,1634
2016-4-22,2881,-274,-274,6375,-300,-1825,4250
2016-4-22,2882,-863,-863,3609,0,-640,2969
2016-4-22,2884,-219,-219,-1385,0,-1613,-2998
2016-4-22,2885,-661,-661,1333,0,-376,957
2016-4-22,2886,100,100,6714,0,69,6783
2016-4-22,2887,1366,1366,3543,-358,399,3584
2016-4-22,2891,-105,-105,4607,0,-512,4095
2016-4-22,2892,17,17,829,0,123,952
2016-4-22,2912,29,29,-392,0,0,-392
2016-4-22,3008,79,79,-281,-19,-1,-301
2016-4-22,3034,-311,-311,1527,0,53,1580
2016-4-22,3045,-1,-1,770,95,-2,863
2016-4-22,4904,-2,-2,644,127,-45,726
2016-4-22,4938,152,152,-3098,-424,69,-3453
2016-4-22,5871,13,13,294,0,15,309
2016-4-22,5880,-84,-84,1978,0,44,2022
2016-4-22,6415,1,1,72,-59,0,13
2016-4-22,6505,-1,-1,1569,-97,-190,1282
2016-4-22,8046,-7,-7,-43,0,-20,-63
2016-4-22,9910,-32,-32,-164,-105,-9,-278
2016-4-25,1101,17,17,1853,-2,-23,1828
2016-4-25,1102,9,9,699,-2,1,698
2016-4-25,1216,-25,-25,333,-1,26,358
2016-4-25,1301,43,43,4740,-14,61,4787
2016-4-25,1303,-24,-24,1527,-839,18,706
2016-4-25,1326,-39,-39,1217,-1,279,1495
2016-4-25,1402,-15,-15,1009,-2,-56,951
2016-4-25,1590,81,81,-217,157,-2,-62
2016-4-25,2002,-152,-152,20449,336,459,21244
2016-4-25,2105,27,27,1378,2281,-1,3658
2016-4-25,2207,-6,-6,18,0,0,18
2016-4-25,2303,721,721,-473,-2,-906,-1381
2016-4-25,2308,-221,-221,-46,923,-18,859
2016-4-25,2317,60,60,-1603,-2,394,-1211
2016-4-25,2327,-122,-122,569,0,2,571
2016-4-25,2330,-40,-40,2191,-257,59,1993
2016-4-25,2357,-15,-15,561,0,10,571
2016-4-25,2379,-89,-89,1172,0,-451,721
2016-4-25,2382,-6,-6,1004,0,-14,990
2016-4-25,2395,-19,-19,88,0,-4,84
2016-4-25,2408,133,133,-584,0,355,-229
2016-4-25,2412,-75,-75,5610,439,-12,6037
2016-4-25,2454,85,85,-363,158,-61,-266
2016-4-25,2474,111,111,7,-11,274,270
2016-4-25,2801,-31,-31,-161,-1,-3,-165
2016-4-25,2880,-102,-102,1891,-2,0,1889
2016-4-25,2881,-152,-152,2913,-1473,27,1467
2016-4-25,2882,-694,-694,2521,-2,-114,2405
2016-4-25,2884,-564,-564,2147,501,-154,2494
2016-4-25,2885,-419,-419,-740,-1,7899,7158
2016-4-25,2886,69,69,5566,-4,-100,5462
2016-4-25,2887,2376,2376,3684,-217,103,3570
2016-4-25,2891,7,7,2445,-2,672,3115
2016-4-25,2892,-107,-107,2744,-2,-49,2693
2016-4-25,2912,-7,-7,-52,11,0,-41
2016-4-25,3008,47,47,-250,-31,57,-224
2016-4-25,3034,-226,-226,382,219,-97,504
2016-4-25,3045,0,0,691,63,-80,674
2016-4-25,4904,14,14,2297,93,-21,2369
2016-4-25,4938,67,67,-976,51,38,-887
2016-4-25,5871,41,41,-349,0,58,-291
2016-4-25,5880,-265,-265,1995,-2,-91,1902
2016-4-25,6415,9,9,12,-15,-11,-14
2016-4-25,6505,-30,-30,991,-73,-211,707
2016-4-25,8046,5,5,1,0,-14,-13
2016-4-25,9910,-221,-221,142,0,-4,138
2016-4-26,1101,50,50,215,0,81,296
2016-4-26,1102,-28,-28,1890,0,2,1892
2016-4-26,1216,20,20,-742,14,6,-722
2016-4-26,1301,68,68,2310,0,370,2680
2016-4-26,1303,43,43,1982,-213,20,1789
2016-4-26,1326,43,43,1366,0,-238,1128
2016-4-26,1402,98,98,-503,0,194,-309
2016-4-26,1590,-40,-40,206,-39,18,185
2016-4-26,2002,461,461,13087,293,3371,16751
2016-4-26,2105,-13,-13,1510,528,190,2228
2016-4-26,2207,-6,-6,38,0,1,39
2016-4-26,2303,229,229,-7656,0,30,-7626
2016-4-26,2308,-182,-182,743,442,-14,1171
2016-4-26,2317,-21,-21,1700,-163,26,1563
2016-4-26,2327,29,29,-289,0,0,-289
2016-4-26,2330,-260,-260,1289,15,363,1667
2016-4-26,2357,4,4,716,3,1,720
2016-4-26,2379,-208,-208,882,-110,52,824
2016-4-26,2382,-155,-155,629,0,79,708
2016-4-26,2395,11,11,-49,0,-3,-52
2016-4-26,2408,-50,-50,-1220,0,-476,-1696
2016-4-26,2412,-9,-9,1744,-278,-4,1462
2016-4-26,2454,-120,-120,1094,362,253,1709
2016-4-26,2474,28,28,-138,-116,230,-24
2016-4-26,2801,-18,-18,1,0,-37,-36
2016-4-26,2880,5,5,1144,0,7,1151
2016-4-26,2881,-927,-927,3409,5,448,3862
2016-4-26,2882,-270,-270,4516,-283,762,4995
2016-4-26,2884,-254,-254,1638,0,-60,1578
2016-4-26,2885,-786,-786,2612,0,4822,7434
2016-4-26,2886,65,65,7095,-41,-126,6928
2016-4-26,2887,-190,-190,6927,0,151,7078
2016-4-26,2891,-407,-407,6525,-59,-145,6321
2016-4-26,2892,-155,-155,293,0,-14,279
2016-4-26,2912,-2,-2,-57,0,4,-53
2016-4-26,3008,-45,-45,121,-11,-41,69
2016-4-26,3034,377,377,-683,-5,18,-670
2016-4-26,3045,-8,-8,930,0,-28,902
2016-4-26,4904,0,0,1671,-166,-6,1499
2016-4-26,4938,-272,-272,1060,80,-28,1112
2016-4-26,5871,104,104,-695,0,-114,-809
2016-4-26,5880,15,15,-304,0,70,-234
2016-4-26,6415,3,3,79,-11,-6,62
2016-4-26,6505,-71,-71,1084,-207,-102,775
2016-4-26,8046,-3,-3,-11,0,-7,-18
2016-4-26,9910,-78,-78,325,9,4,338
2016-4-27,1101,-130,-130,-34,0,-37,-71
2016-4-27,1102,44,44,-92,0,9,-83
2016-4-27,1216,-40,-40,1892,0,97,1989
2016-4-27,1301,-66,-66,2436,0,-23,2413
2016-4-27,1303,-86,-86,3442,-770,13,2685
2016-4-27,1326,14,14,1355,0,-54,1301
2016-4-27,1402,305,305,-2631,-796,52,-3374
2016-4-27,1590,-70,-70,108,-28,0,80
2016-4-27,2002,-165,-165,17571,64,-2361,15274
2016-4-27,2105,-6,-6,1932,0,51,1983
2016-4-27,2207,-1,-1,-39,0,0,-39
2016-4-27,2303,2059,2059,-17939,0,22,-17917
2016-4-27,2308,-86,-86,1544,7,-244,1307
2016-4-27,2317,-111,-111,-3903,-147,-69,-4119
2016-4-27,2327,-148,-148,-285,0,7,-278
2016-4-27,2330,61,61,-6659,214,2868,-3577
2016-4-27,2357,-10,-10,222,3,-4,221
2016-4-27,2379,-369,-369,566,1978,742,3286
2016-4-27,2382,-82,-82,1309,0,-77,1232
2016-4-27,2395,-1,-1,10,0,-2,8
2016-4-27,2408,1319,1319,-1426,0,-26,-1452
2016-4-27,2412,33,33,2925,9,-73,2861
2016-4-27,2454,-397,-397,2786,144,377,3307
2016-4-27,2474,21,21,397,-51,-68,278
2016-4-27,2801,108,108,-704,0,20,-684
2016-4-27,2880,1,1,687,0,1,688
2016-4-27,2881,-455,-455,-3968,-315,221,-4062
2016-4-27,2882,-787,-787,1068,0,280,1348
2016-4-27,2884,-352,-352,2804,0,313,3117
2016-4-27,2885,-609,-609,-2456,0,335,-2121
2016-4-27,2886,359,359,22378,-143,568,22803
2016-4-27,2887,-8622,-8622,3682,0,2641,6323
2016-4-27,2891,23,23,3210,0,-324,2886
2016-4-27,2892,-233,-233,2505,0,143,2648
2016-4-27,2912,-1,-1,110,0,1,111
2016-4-27,3008,20,20,-211,-2,47,-166
2016-4-27,3034,17,17,-954,-43,236,-761
2016-4-27,3045,8,8,-292,41,-19,-270
2016-4-27,4904,-12,-12,2544,-231,2,2315
2016-4-27,4938,-155,-155,-1988,0,88,-1900
2016-4-27,5871,-229,-229,333,0,58,391
2016-4-27,5880,5,5,-335,0,11,-324
2016-4-27,6415,-11,-11,37,-37,27,27
2016-4-27,6505,-57,-57,967,-47,20,940
2016-4-27,8046,3,3,0,0,-1,-1
2016-4-27,9910,29,29,-437,-4,11,-430
2016-4-28,1101,17,17,567,110,117,794
2016-4-28,1102,-14,-14,36,0,16,52
2016-4-28,1216,-60,-60,51,0,-110,-59
2016-4-28,1301,-5,-5,2093,0,-866,1227
2016-4-28,1303,168,168,-1695,0,-31,-1726
2016-4-28,1326,-77,-77,1394,0,-1041,353
2016-4-28,1402,345,345,-2569,0,-244,-2813
2016-4-28,1590,-15,-15,105,-32,-38,35
2016-4-28,2002,-751,-751,4977,-150,-306,4521
2016-4-28,2105,-150,-150,1970,-14,-182,1774
2016-4-28,2207,22,22,-192,0,-2,-194
2016-4-28,2303,5911,5911,-32923,-9116,-3040,-45079
2016-4-28,2308,152,152,-539,82,-159,-616
2016-4-28,2317,-157,-157,-3313,-76,-684,-4073
2016-4-28,2327,34,34,-125,0,15,-110
2016-4-28,2330,1222,1222,-16298,-273,1452,-15119
2016-4-28,2357,-1,-1,31,0,3,34
2016-4-28,2379,-277,-277,1817,556,-524,1849
2016-4-28,2382,245,245,-1523,0,-63,-1586
2016-4-28,2395,11,11,-277,0,-2,-279
2016-4-28,2408,-1321,-1321,1941,-60,14,1895
2016-4-28,2412,33,33,526,0,-368,158
2016-4-28,2454,351,351,-1392,479,-535,-1448
2016-4-28,2474,61,61,676,-49,-120,507
2016-4-28,2801,-73,-73,-3545,0,-30,-3575
2016-4-28,2880,156,156,-2762,0,-53,-2815
2016-4-28,2881,-29,-29,-9318,0,-618,-9936
2016-4-28,2882,434,434,-6122,0,-105,-6227
2016-4-28,2884,-109,-109,-5207,829,-174,-4552
2016-4-28,2885,1334,1334,-9129,0,-455,-9584
2016-4-28,2886,-555,-555,10727,0,114,10841
2016-4-28,2887,-452,-452,-5938,0,-1840,-7778
2016-4-28,2891,-266,-266,-1002,0,-114,-1116
2016-4-28,2892,140,140,-8111,0,-178,-8289
2016-4-28,2912,58,58,-695,-4,-8,-707
2016-4-28,3008,-21,-21,160,0,-99,61
2016-4-28,3034,90,90,-1035,57,21,-957
2016-4-28,3045,7,7,-1088,-9,4,-1093
2016-4-28,4904,22,22,20,90,-35,75
2016-4-28,4938,584,584,-6462,0,-75,-6537
2016-4-28,5871,3,3,-542,0,-37,-579
2016-4-28,5880,153,153,-4709,0,-52,-4761
2016-4-28,6415,4,4,18,-9,-3,6
2016-4-28,6505,-83,-83,1394,100,-203,1291
2016-4-28,8046,7,7,-39,0,-4,-43
2016-4-28,9910,72,72,-577,-60,0,-637
2016-4-29,1101,31,31,-216,-590,127,-679
2016-4-29,1102,-1,-1,-284,0,88,-196
2016-4-29,1216,18,18,265,0,-4,261
2016-4-29,1301,10,10,-475,10,-308,-773
2016-4-29,1303,32,32,-1351,500,-56,-907
2016-4-29,1326,33,33,-487,158,-462,-791
2016-4-29,1402,217,217,-424,0,3,-421
2016-4-29,1590,-91,-91,118,-86,4,36
2016-4-29,2002,1198,1198,-1849,-980,-445,-3274
2016-4-29,2105,-113,-113,2250,186,-82,2354
2016-4-29,2207,4,4,-81,-10,-2,-93
2016-4-29,2303,-1058,-1058,3194,-3108,402,488
2016-4-29,2308,-190,-190,572,36,-33,575
2016-4-29,2317,875,875,-14672,-108,511,-14268
2016-4-29,2327,56,56,-435,0,43,-392
2016-4-29,2330,1673,1673,-28497,-1187,2040,-27644
2016-4-29,2357,5,5,-17,0,1,-16
2016-4-29,2379,-283,-283,1278,256,83,1617
2016-4-29,2382,134,134,-3067,0,326,-2741
2016-4-29,2395,-34,-34,-38,30,-1,-9
2016-4-29,2408,48,48,-815,0,-47,-862
2016-4-29,2412,40,40,2864,425,30,3319
2016-4-29,2454,41,41,121,262,-494,-111
2016-4-29,2474,9,9,-454,-33,9,-478
2016-4-29,2801,2,2,-1039,0,-23,-1062
2016-4-29,2880,-17,-17,-2091,0,-23,-2114
2016-4-29,2881,-1533,-1533,3202,-330,-220,2652
2016-4-29,2882,-364,-364,-577,0,13,-564
2016-4-29,2884,365,365,-4974,89,-156,-5041
2016-4-29,2885,73,73,-15103,0,244,-14859
2016-4-29,2886,-2,-2,4411,-21,124,4514
2016-4-29,2887,-2514,-2514,1303,0,-101,1202
2016-4-29,2891,217,217,8885,0,474,9359
2016-4-29,2892,-146,-146,-937,0,-51,-988
2016-4-29,2912,-22,-22,192,0,-6,186
2016-4-29,3008,-16,-16,92,0,-3,89
2016-4-29,3034,86,86,209,-1,52,260
2016-4-29,3045,2,2,-615,361,136,-118
2016-4-29,4904,-2,-2,1063,-170,-3,890
2016-4-29,4938,-271,-271,114,3,92,209
2016-4-29,5871,261,261,-1573,0,-114,-1687
2016-4-29,5880,-265,-265,407,0,-20,387
2016-4-29,6415,-1,-1,46,-47,26,25
2016-4-29,6505,60,60,-506,-84,34,-556
2016-4-29,8046,6,6,-27,0,-10,-37
2016-4-29,9910,-37,-37,626,-846,3,-217
2016-5-3,1101,-9,-9,-160,-500,248,-412
2016-5-3,1102,10,10,822,0,99,921
2016-5-3,1216,149,149,-324,0,-69,-393
2016-5-3,1301,-12,-12,-932,0,-92,-1024
2016-5-3,1303,87,87,-1984,500,7,-1477
2016-5-3,1326,64,64,1753,0,-279,1474
2016-5-3,1402,3,3,-45,0,-70,-115
2016-5-3,1590,23,23,248,177,1,426
2016-5-3,2002,155,155,-2115,-264,-819,-3198
2016-5-3,2105,-78,-78,547,52,80,679
2016-5-3,2207,11,11,-107,0,0,-107
2016-5-3,2303,985,985,-17518,-1289,-398,-19205
2016-5-3,2308,-42,-42,-519,136,12,-371
2016-5-3,2317,965,965,-18133,-3,-534,-18670
2016-5-3,2327,-24,-24,-109,0,69,-40
2016-5-3,2330,2033,2033,-47307,-373,2474,-45206
2016-5-3,2357,16,16,-944,-3,28,-919
2016-5-3,2379,-163,-163,1118,100,-52,1166
2016-5-3,2382,-81,-81,-2381,35,60,-2286
2016-5-3,2395,-12,-12,-220,58,-3,-165
2016-5-3,2408,-363,-363,1783,-1,-485,1297
2016-5-3,2412,-7,-7,2054,482,33,2569
2016-5-3,2454,113,113,-4168,-337,-594,-5099
2016-5-3,2474,-3,-3,-1150,-282,-1,-1433
2016-5-3,2801,70,70,-5264,0,-9,-5273
2016-5-3,2880,-321,-321,-5058,0,15,-5043
2016-5-3,2881,15,15,-2304,19,-115,-2400
2016-5-3,2882,-98,-98,-2594,0,-219,-2813
2016-5-3,2884,137,137,-5988,67,102,-5819
2016-5-3,2885,-119,-119,-5056,0,-2,-5058
2016-5-3,2886,-117,-117,3452,882,391,4725
2016-5-3,2887,-191,-191,-6947,0,-253,-7200
