date,symbol,margin_purchase,short_sale,foreign,trust,dealer,ftd_total
2017-9-8,2330,-57,-57,2853,-199,-258,2396
2017-9-8,2357,0,0,49,2,-9,42
2017-9-8,2379,-44,-44,-182,-1,-2,-185
2017-9-8,2382,115,115,-1764,-136,-40,-1940
2017-9-8,2395,0,0,-55,-19,8,-66
2017-9-8,2408,-800,-800,2339,221,432,2992
2017-9-8,2412,-42,-42,4026,6,-55,3977
2017-9-8,2454,123,123,-672,-241,-108,-1021
2017-9-8,2474,287,287,-2403,-194,641,-1956
2017-9-8,2633,-24,-24,3430,6,653,4089
2017-9-8,2801,-7,-7,616,-18,-69,529
2017-9-8,2880,-4,-4,664,-26,-76,562
2017-9-8,2881,688,688,-713,3,96,-614
2017-9-8,2882,-700,-700,1763,-175,95,1683
2017-9-8,2884,-109,-109,1218,14,-812,420
2017-9-8,2885,-254,-254,4697,-324,-169,4204
2017-9-8,2886,80,80,466,-48,-222,196
2017-9-8,2887,-231,-231,-860,18,-216,-1058
2017-9-8,2891,-253,-253,10307,-164,-171,9972
2017-9-8,2892,-106,-106,1870,21,16,1907
2017-9-8,2912,-17,-17,-264,-2,-53,-319
2017-9-8,3008,-3,-3,27,-1,6,32
2017-9-8,3034,-33,-33,1129,-2,-14,1113
2017-9-8,3045,-2,-2,-557,-4,-43,-604
2017-9-8,4904,1,1,-2163,-1,-4,-2168
2017-9-8,4938,-61,-61,2541,1,-118,2424
2017-9-8,5871,-696,-696,2350,-179,335,2506
2017-9-8,5880,-630,-630,3455,16,-91,3380
2017-9-8,6415,3,3,13,-12,-16,-15
2017-9-8,6505,-38,-38,99,-259,-66,-226
2017-9-8,8046,91,91,-4,0,-1,-5
2017-9-8,9910,-20,-20,-93,-3,20,-76
2017-9-11,1101,-54,-54,-1203,0,-51,-1254
2017-9-11,1102,20,20,-659,0,130,-529
2017-9-11,1216,198,198,-321,70,-189,-440
2017-9-11,1301,38,38,540,117,-34,623
2017-9-11,1303,-150,-150,-2906,30,-1224,-4100
2017-9-11,1326,-20,-20,-4,0,2,-2
2017-9-11,1402,-127,-127,-743,0,0,-743
2017-9-11,1590,-28,-28,78,6,16,100
2017-9-11,2002,-42,-42,2119,643,311,3073
2017-9-11,2105,-30,-30,1459,0,25,1484
2017-9-11,2207,-4,-4,29,0,0,29
2017-9-11,2303,1222,1222,-682,0,-113,-795
2017-9-11,2308,128,128,-351,0,-1,-352
2017-9-11,2317,-565,-565,-4267,-229,106,-4390
2017-9-11,2327,255,255,-866,9,59,-798
2017-9-11,2330,179,179,-308,-22,-64,-394
2017-9-11,2357,-31,-31,305,0,0,305
2017-9-11,2379,81,81,-1113,0,-32,-1145
2017-9-11,2382,49,49,-1604,113,-37,-1528
2017-9-11,2395,3,3,-50,0,10,-40
2017-9-11,2408,-159,-159,565,311,-536,340
2017-9-11,2412,-14,-14,417,0,0,417
2017-9-11,2454,-207,-207,1697,6,37,1741
2017-9-11,2474,-40,-40,-1154,-303,491,-966
2017-9-11,2633,33,33,2349,0,-285,2064
2017-9-11,2801,215,215,464,0,-20,444
2017-9-11,2880,75,75,447,0,0,447
2017-9-11,2881,409,409,-3112,28,119,-2965
2017-9-11,2882,-52,-52,-7291,-163,-300,-7754
2017-9-11,2884,-58,-58,-6796,0,-40,-6836
2017-9-11,2885,-44,-44,2350,0,-930,1420
2017-9-11,2886,-3,-3,-3166,0,-51,-3217
2017-9-11,2887,-82,-82,-724,0,-21,-745
2017-9-11,2891,-12,-12,-2149,0,-411,-2560
2017-9-11,2892,-158,-158,506,0,971,1477
2017-9-11,2912,-95,-95,526,0,-14,512
2017-9-11,3008,27,27,-59,-4,-18,-81
2017-9-11,3034,-32,-32,287,0,-4,283
2017-9-11,3045,1,1,-97,0,0,-97
2017-9-11,4904,14,14,-308,0,0,-308
2017-9-11,4938,161,161,-1855,0,-24,-1879
2017-9-11,5871,209,209,-944,-76,-109,-1129
2017-9-11,5880,-122,-122,-26,0,-5,-31
2017-9-11,6415,0,0,22,0,-10,12
2017-9-11,6505,27,27,-358,0,31,-327
2017-9-11,8046,-7,-7,50,0,0,50
2017-9-11,9910,57,57,-15,-25,-10,-50
2017-9-12,1101,-183,-183,-2473,61,55,-2357
2017-9-12,1102,12,12,-1079,44,64,-971
2017-9-12,1216,-32,-32,674,92,-208,558
2017-9-12,1301,-36,-36,805,34,56,895
2017-9-12,1303,-13,-13,-3239,116,-1159,-4282
2017-9-12,1326,-29,-29,343,66,20,429
2017-9-12,1402,60,60,-1096,76,-18,-1038
2017-9-12,1590,-5,-5,-59,-7,49,-17
2017-9-12,2002,28,28,-332,111,-32,-253
2017-9-12,2105,18,18,-1264,-15,1,-1278
2017-9-12,2207,-2,-2,-5,5,0,0
2017-9-12,2303,-3592,-3592,11680,-81,-2318,9281
2017-9-12,2308,147,147,-242,42,-18,-218
2017-9-12,2317,187,187,488,144,-43,589
2017-9-12,2327,57,57,282,13,-94,201
2017-9-12,2330,-700,-700,7985,328,-192,8121
2017-9-12,2357,-136,-136,1352,14,-9,1357
2017-9-12,2379,-30,-30,-64,0,-29,-93
2017-9-12,2382,25,25,-1226,52,222,-952
2017-9-12,2395,9,9,-37,7,0,-30
2017-9-12,2408,3678,3678,-6622,5015,3190,1583
2017-9-12,2412,10,10,-860,20,-14,-854
2017-9-12,2454,523,523,-2611,48,198,-2365
2017-9-12,2474,236,236,-806,-369,272,-903
2017-9-12,2633,103,103,2102,40,21,2163
2017-9-12,2801,-75,-75,904,114,0,1018
2017-9-12,2880,-48,-48,192,159,-11,340
2017-9-12,2881,4,4,-848,142,57,-649
2017-9-12,2882,-60,-60,592,-28,181,745
2017-9-12,2884,-178,-178,-4378,145,-243,-4476
2017-9-12,2885,407,407,5720,221,224,6165
2017-9-12,2886,51,51,-467,-29,-16,-512
2017-9-12,2887,279,279,-2198,183,209,-1806
2017-9-12,2891,-368,-368,9913,351,-620,9644
2017-9-12,2892,-80,-80,3608,216,-88,3736
2017-9-12,2912,-5,-5,-9,11,-4,-2
2017-9-12,3008,31,31,-103,-31,42,-92
2017-9-12,3034,18,18,-98,0,-6,-104
2017-9-12,3045,51,51,-535,31,0,-504
2017-9-12,4904,6,6,-2345,31,50,-2264
2017-9-12,4938,207,207,-2651,44,5,-2602
2017-9-12,5871,272,272,-752,-150,-17,-919
2017-9-12,5880,-140,-140,-395,170,0,-225
2017-9-12,6415,-1,-1,40,0,-3,37
2017-9-12,6505,-21,-21,27,2,2,31
2017-9-12,8046,-107,-107,-47,0,3,-44
2017-9-12,9910,66,66,184,0,-5,179
2017-9-13,1101,-16,-16,-1928,4,45,-1879
2017-9-13,1102,-4,-4,-868,4,23,-841
2017-9-13,1216,-151,-151,1868,531,-43,2356
2017-9-13,1301,-1,-1,299,-193,-65,41
2017-9-13,1303,47,47,-4713,13,-1058,-5758
2017-9-13,1326,36,36,279,5,-167,117
2017-9-13,1402,509,509,-718,6,0,-712
2017-9-13,1590,-11,-11,-32,-17,-30,-79
2017-9-13,2002,221,221,-2196,20,44,-2132
2017-9-13,2105,-22,-22,309,3,0,312
2017-9-13,2207,5,5,-26,-3,0,-29
2017-9-13,2303,889,889,8258,18,-2745,5531
2017-9-13,2308,-6,-6,-2013,-11,0,-2024
2017-9-13,2317,-301,-301,-11636,-225,-670,-12531
2017-9-13,2327,-290,-290,548,77,0,625
2017-9-13,2330,-31,-31,-1358,-103,-979,-2440
2017-9-13,2357,8,8,58,1,1,60
2017-9-13,2379,-22,-22,-828,0,-21,-849
2017-9-13,2382,-36,-36,-88,4,435,351
2017-9-13,2395,17,17,-231,0,10,-221
2017-9-13,2408,-350,-350,-4170,990,-1001,-4181
2017-9-13,2412,-4,-4,-1028,-29,-6,-1063
2017-9-13,2454,-372,-372,429,6,6,441
2017-9-13,2474,131,131,-1989,-340,-215,-2544
2017-9-13,2633,-85,-85,-1813,3,-196,-2006
2017-9-13,2801,-147,-147,-796,26,-33,-803
2017-9-13,2880,-69,-69,-3575,39,-21,-3557
2017-9-13,2881,239,239,-6839,34,-193,-6998
2017-9-13,2882,-435,-435,1700,41,237,1978
2017-9-13,2884,-207,-207,-2860,47,-65,-2878
2017-9-13,2885,45,45,-5572,55,-196,-5713
2017-9-13,2886,-220,-220,-964,56,-31,-939
2017-9-13,2887,-112,-112,-6214,50,2,-6162
2017-9-13,2891,155,155,-828,92,91,-645
2017-9-13,2892,-176,-176,-1340,54,-122,-1408
2017-9-13,2912,9,9,-271,9,4,-258
2017-9-13,3008,81,81,-306,-13,-7,-326
2017-9-13,3034,-57,-57,145,9,-28,126
2017-9-13,3045,0,0,-497,3,1,-493
2017-9-13,4904,5,5,-1253,2,4,-1247
2017-9-13,4938,700,700,-7404,-319,-91,-7814
2017-9-13,5871,45,45,-603,-230,-34,-867
2017-9-13,5880,-1,-1,-3151,43,-23,-3131
2017-9-13,6415,-3,-3,22,12,-2,32
2017-9-13,6505,-54,-54,-471,-251,10,-712
2017-9-13,8046,-12,-12,19,0,3,22
2017-9-13,9910,298,298,140,118,143,401
2017-9-14,1101,471,471,-2725,-395,512,-2608
2017-9-14,1102,-18,-18,-51,268,-12,205
2017-9-14,1216,-87,-87,3183,18,-135,3066
2017-9-14,1301,11,11,670,216,111,997
2017-9-14,1303,85,85,-4726,162,-83,-4647
2017-9-14,1326,59,59,243,119,76,438
2017-9-14,1402,241,241,-209,129,-26,-106
2017-9-14,1590,-24,-24,112,27,-32,107
2017-9-14,2002,66,66,-1239,-42,-259,-1540
2017-9-14,2105,-58,-58,285,2,-17,270
2017-9-14,2207,-2,-2,2,1,-2,1
2017-9-14,2303,2300,2300,-3724,18,3645,-61
2017-9-14,2308,-79,-79,-370,12,-55,-413
2017-9-14,2317,-399,-399,-7686,-781,-127,-8594
2017-9-14,2327,112,112,507,0,-59,448
2017-9-14,2330,-201,-201,4036,222,-235,4023
2017-9-14,2357,1,1,148,1,-2,147
2017-9-14,2379,2,2,-458,0,-5,-463
2017-9-14,2382,-141,-141,-1101,58,-186,-1229
2017-9-14,2395,29,29,-585,1,-3,-587
2017-9-14,2408,-498,-498,3738,862,526,5126
2017-9-14,2412,-8,-8,-813,-134,-46,-993
2017-9-14,2454,-29,-29,332,77,1572,1981
2017-9-14,2474,652,652,-3632,-138,-76,-3846
2017-9-14,2633,40,40,1058,3,24,1085
2017-9-14,2801,9,9,-207,9,-35,-233
2017-9-14,2880,-111,-111,-826,13,-34,-847
2017-9-14,2881,-107,-107,-4661,-1435,157,-5939
2017-9-14,2882,51,51,-3908,-251,157,-4002
2017-9-14,2884,-415,-415,-7591,15,-253,-7829
2017-9-14,2885,-83,-83,-926,107,-105,-924
2017-9-14,2886,23,23,-899,26,72,-801
2017-9-14,2887,-103,-103,-2792,15,-68,-2845
2017-9-14,2891,-589,-589,4920,-303,-75,4542
2017-9-14,2892,-27,-27,-2405,528,-258,-2135
2017-9-14,2912,7,7,330,3,-1,332
2017-9-14,3008,24,24,-41,-12,30,-22
2017-9-14,3034,-50,-50,465,0,121,586
2017-9-14,3045,-1,-1,279,8,-267,20
2017-9-14,4904,30,30,-557,2,-18,-573
2017-9-14,4938,586,586,-4293,45,65,-4183
2017-9-14,5871,240,240,-2036,-77,-1,-2114
2017-9-14,5880,-145,-145,-182,334,-43,109
2017-9-14,6415,10,10,21,0,-6,15
2017-9-14,6505,9,9,-706,163,-8,-551
2017-9-14,8046,-54,-54,-11,0,-1,-12
2017-9-14,9910,-5,-5,146,35,232,413
2017-9-15,1101,256,256,-1451,-418,201,-1668
2017-9-15,1102,69,69,-89,11,-52,-130
2017-9-15,1216,-79,-79,4367,-11,-120,4236
2017-9-15,1301,-4,-4,1433,248,196,1877
2017-9-15,1303,43,43,-1063,311,238,-514
2017-9-15,1326,18,18,-391,231,17,-143
2017-9-15,1402,-92,-92,-558,158,3,-397
2017-9-15,1590,7,7,140,12,17,169
2017-9-15,2002,-43,-43,-6624,134,-653,-7143
2017-9-15,2105,-16,-16,214,10,-4,220
2017-9-15,2207,-7,-7,21,2,-1,22
2017-9-15,2303,1760,1760,-1950,51,-4512,-6411
2017-9-15,2308,20,20,-883,-124,-103,-1110
2017-9-15,2317,475,475,-9063,275,-1630,-10418
2017-9-15,2327,-33,-33,697,-135,41,603
2017-9-15,2330,120,120,-4920,234,277,-4409
2017-9-15,2357,-29,-29,301,3,-2,302
2017-9-15,2379,28,28,-166,0,1,-165
2017-9-15,2382,170,170,-3308,54,-32,-3286
2017-9-15,2395,15,15,-681,-19,17,-683
2017-9-15,2408,3405,3405,1229,3014,-64,4179
2017-9-15,2412,-8,-8,157,130,-42,245
2017-9-15,2454,-329,-329,4334,347,-1384,3297
2017-9-15,2474,-13,-13,-1797,-165,589,-1373
2017-9-15,2633,43,43,-228,11,8,-209
2017-9-15,2801,-3,-3,3181,25,-216,2990
2017-9-15,2880,39,39,-7190,37,-103,-7256
2017-9-15,2881,324,324,-9909,136,-82,-9855
2017-9-15,2882,31,31,-504,200,-29,-333
2017-9-15,2884,-54,-54,-2327,46,-400,-2681
2017-9-15,2885,-42,-42,2190,53,-307,1936
2017-9-15,2886,-59,-59,-3127,73,-179,-3233
2017-9-15,2887,-67,-67,-596,42,48,-506
2017-9-15,2891,-192,-192,7740,182,-425,7497
2017-9-15,2892,-186,-186,2067,1002,-115,2954
2017-9-15,2912,-12,-12,121,2,-5,118
2017-9-15,3008,-13,-13,55,-17,28,66
2017-9-15,3034,115,115,-282,-1,148,-135
2017-9-15,3045,-56,-56,-336,20,-19,-335
2017-9-15,4904,41,41,-3937,8,134,-3795
2017-9-15,4938,-77,-77,-553,85,-28,-496
2017-9-15,5871,213,213,-205,-452,158,-499
2017-9-15,5880,-24,-24,1233,403,-113,1523
2017-9-15,6415,-19,-19,61,-34,-10,17
2017-9-15,6505,-107,-107,-259,146,-48,-161
2017-9-15,8046,-69,-69,51,0,-1,50
2017-9-15,9910,-34,-34,-162,-49,45,-166
2017-9-18,1101,61,61,-1601,40,829,-732
2017-9-18,1102,-29,-29,-284,27,163,-94
2017-9-18,1216,-199,-199,4385,-89,241,4537
2017-9-18,1301,15,15,1495,72,-123,1444
2017-9-18,1303,90,90,881,1409,116,2406
2017-9-18,1326,-41,-41,718,141,-36,823
2017-9-18,1402,-866,-866,2559,325,466,3350
2017-9-18,1590,-19,-19,338,-39,129,428
2017-9-18,2002,-47,-47,248,-1249,374,-627
2017-9-18,2105,-6,-6,677,23,-31,669
2017-9-18,2207,-9,-9,100,4,0,104
2017-9-18,2303,-2316,-2316,20171,-7,1537,21701
2017-9-18,2308,-224,-224,787,-18,-77,692
2017-9-18,2317,138,138,-14242,-1036,1124,-14154
2017-9-18,2327,91,91,362,0,159,521
2017-9-18,2330,-88,-88,6647,-485,93,6255
2017-9-18,2357,10,10,364,8,4,376
2017-9-18,2379,32,32,242,0,150,392
2017-9-18,2382,96,96,-437,58,149,-230
2017-9-18,2395,-16,-16,-56,-119,8,-167
2017-9-18,2408,-3392,-3392,-1896,5116,-813,2407
2017-9-18,2412,-13,-13,-817,73,76,-668
2017-9-18,2454,173,173,934,54,-41,947
2017-9-18,2474,-38,-38,-478,-6,-506,-990
2017-9-18,2633,-204,-204,-217,25,-81,-273
2017-9-18,2801,-65,-65,416,81,0,497
2017-9-18,2880,-56,-56,2757,113,-23,2847
2017-9-18,2881,216,216,-1498,24,629,-845
2017-9-18,2882,-670,-670,5840,121,-51,5910
2017-9-18,2884,-19,-19,-2446,581,-57,-1922
2017-9-18,2885,-232,-232,-438,160,3972,3694
2017-9-18,2886,167,167,2974,52,36,3062
2017-9-18,2887,38,38,4552,135,-76,4611
2017-9-18,2891,664,664,6001,-112,117,6006
2017-9-18,2892,-21,-21,10332,373,322,11027
2017-9-18,2912,-28,-28,-2,6,0,4
2017-9-18,3008,-35,-35,105,-13,-8,84
2017-9-18,3034,-16,-16,184,0,-6,178
2017-9-18,3045,51,51,131,22,25,178
2017-9-18,4904,-23,-23,-358,18,20,-320
2017-9-18,4938,417,417,-2822,-14,45,-2791
2017-9-18,5871,263,263,-612,-199,-64,-875
2017-9-18,5880,206,206,2042,850,-28,2864
2017-9-18,6415,4,4,-6,-3,3,-6
2017-9-18,6505,-12,-12,493,53,0,546
2017-9-18,8046,-6,-6,30,0,0,30
2017-9-18,9910,-24,-24,399,-50,95,444
2017-9-19,1101,123,123,-6915,245,320,-6350
2017-9-19,1102,-36,-36,-551,260,-12,-303
2017-9-19,1216,293,293,1717,-10,-119,1588
2017-9-19,1301,19,19,174,-203,-235,-264
2017-9-19,1303,-37,-37,1503,116,-49,1570
2017-9-19,1326,23,23,-1354,39,-27,-1342
2017-9-19,1402,118,118,-946,326,408,-212
2017-9-19,1590,-191,-191,282,0,-106,176
2017-9-19,2002,101,101,-3161,-1103,19,-4245
2017-9-19,2105,6,6,1317,28,20,1365
2017-9-19,2207,-3,-3,3,6,1,10
2017-9-19,2303,-941,-941,13751,131,-2816,11066
2017-9-19,2308,29,29,-428,-155,-39,-622
2017-9-19,2317,385,385,-36029,-3603,-2655,-42287
2017-9-19,2327,117,117,527,-130,-113,284
2017-9-19,2330,-337,-337,5704,-123,-1163,4418
2017-9-19,2357,12,12,323,8,-10,321
2017-9-19,2379,-8,-8,-302,0,-120,-422
2017-9-19,2382,-130,-130,-15,363,439,787
2017-9-19,2395,0,0,-173,-102,5,-270
2017-9-19,2408,589,589,-6154,2994,-162,-3322
2017-9-19,2412,26,26,-1469,46,100,-1323
2017-9-19,2454,-69,-69,1373,177,-66,1484
2017-9-19,2474,240,240,-677,-18,-475,-1170
2017-9-19,2633,-86,-86,-401,28,-176,-549
2017-9-19,2801,-93,-93,-524,69,-30,-485
2017-9-19,2880,-164,-164,-154,98,-21,-77
2017-9-19,2881,13,13,-724,121,-607,-1210
2017-9-19,2882,159,159,-3257,93,-13,-3177
2017-9-19,2884,-99,-99,-2711,117,-1634,-4228
2017-9-19,2885,-763,-763,-1409,138,-963,-2234
2017-9-19,2886,-107,-107,-193,136,43,-14
2017-9-19,2887,-180,-180,-3705,113,-602,-4194
2017-9-19,2891,159,159,-1864,-174,-374,-2412
2017-9-19,2892,19,19,992,114,-288,818
2017-9-19,2912,26,26,-535,-12,1,-546
2017-9-19,3008,-30,-30,126,3,-28,101
2017-9-19,3034,202,202,363,0,40,403
2017-9-19,3045,-64,-64,1158,20,45,1223
2017-9-19,4904,-1,-1,-364,20,6,-338
2017-9-19,4938,-38,-38,-2586,-248,-211,-3045
2017-9-19,5871,-919,-919,-70,109,-141,-102
2017-9-19,5880,54,54,-2477,831,-23,-1669
2017-9-19,6415,-5,-5,34,-18,0,16
2017-9-19,6505,313,313,-1288,14,15,-1259
2017-9-19,8046,14,14,12,0,0,12
2017-9-19,9910,18,18,181,1,131,313
2017-9-20,1101,128,128,-2233,158,723,-1352
2017-9-20,1102,-26,-26,-95,231,-27,109
2017-9-20,1216,-135,-135,2186,265,219,2670
2017-9-20,1301,-71,-71,1273,-227,-669,377
2017-9-20,1303,40,40,864,102,21,987
2017-9-20,1326,5,5,-765,0,-118,-883
2017-9-20,1402,-649,-649,-524,0,-112,-636
2017-9-20,1590,10,10,116,-18,7,105
2017-9-20,2002,-43,-43,-16748,-900,-335,-17983
2017-9-20,2105,-56,-56,844,0,-4,840
2017-9-20,2207,-2,-2,-61,0,0,-61
2017-9-20,2303,1171,1171,-2162,24,-4542,-6680
2017-9-20,2308,-15,-15,-642,-196,-43,-881
2017-9-20,2317,317,317,-18461,-4351,-1107,-23919
2017-9-20,2327,3,3,-157,478,-136,185
2017-9-20,2330,71,71,2842,-235,-1174,1433
2017-9-20,2357,-48,-48,215,0,83,298
2017-9-20,2379,95,95,-107,0,-57,-164
2017-9-20,2382,149,149,-2058,310,-206,-1954
2017-9-20,2395,-16,-16,-352,-20,1,-370
2017-9-20,2408,1121,1121,-4183,3470,642,-71
2017-9-20,2412,-18,-18,-1108,4,-304,-1408
2017-9-20,2454,-84,-84,989,-51,-1520,-582
2017-9-20,2474,393,393,352,-147,-1345,-1140
2017-9-20,2633,94,94,-409,0,-102,-511
2017-9-20,2801,-47,-47,-640,0,-37,-677
2017-9-20,2880,-38,-38,-2179,0,-313,-2492
2017-9-20,2881,-135,-135,-2897,-1526,-949,-5372
2017-9-20,2882,-223,-223,294,-177,-643,-526
2017-9-20,2884,-145,-145,-1991,0,-1112,-3104
2017-9-20,2885,616,616,-4017,0,-2571,-6588
2017-9-20,2886,-64,-64,1333,0,-605,728
2017-9-20,2887,-26,-26,-69,0,-275,-344
2017-9-20,2891,-42,-42,-2671,-468,-436,-3575
2017-9-20,2892,-203,-203,-527,6,-32,-553
2017-9-20,2912,2,2,6,7,0,13
2017-9-20,3008,36,36,-19,-3,-83,-105
2017-9-20,3034,41,41,-407,0,-157,-564
2017-9-20,3045,10,10,-103,-14,5,-112
2017-9-20,4904,32,32,-1495,0,83,-1412
2017-9-20,4938,312,312,-2711,-33,-90,-2834
2017-9-20,5871,-59,-59,767,-1023,-74,-330
2017-9-20,5880,-10,-10,-1763,0,154,-1609
2017-9-20,6415,-1,-1,-13,61,31,79
2017-9-20,6505,257,257,139,0,67,206
2017-9-20,8046,26,26,-16,0,-1,-17
2017-9-20,9910,-69,-69,0,0,-51,-51
2017-9-21,1101,94,94,-2454,0,510,-1944
2017-9-21,1102,-4,-4,-1243,171,83,-989
2017-9-21,1216,28,28,-551,190,-81,-442
2017-9-21,1301,47,47,-226,-125,-99,-450
2017-9-21,1303,142,142,-1136,67,208,-861
2017-9-21,1326,45,45,-1116,0,113,-1003
2017-9-21,1402,3,3,-344,0,150,-194
2017-9-21,1590,-42,-42,277,-12,-39,226
2017-9-21,2002,32,32,-5157,-738,-373,-6268
2017-9-21,2105,30,30,1734,0,0,1734
2017-9-21,2207,11,11,7,0,-1,6
2017-9-21,2303,1163,1163,705,-4000,853,-2442
2017-9-21,2308,80,80,-943,-69,-165,-1177
2017-9-21,2317,-1998,-1998,-9703,-2564,948,-11319
2017-9-21,2327,-189,-189,850,-57,100,893
2017-9-21,2330,-235,-235,-41,55,228,242
2017-9-21,2357,-44,-44,134,0,4,138
2017-9-21,2379,9,9,200,0,92,292
2017-9-21,2382,55,55,-359,452,236,329
2017-9-21,2395,21,21,-763,0,0,-763
2017-9-21,2408,488,488,2268,1189,408,3865
2017-9-21,2412,-3,-3,-1374,0,65,-1309
2017-9-21,2454,36,36,-296,-17,469,156
2017-9-21,2474,70,70,-2713,-53,510,-2256
2017-9-21,2633,-33,-33,-37,0,-42,-79
2017-9-21,2801,209,209,-2163,0,0,-2163
2017-9-21,2880,60,60,-2931,0,465,-2466
2017-9-21,2881,586,586,-4419,-26,261,-4184
2017-9-21,2882,897,897,5807,-50,1627,7384
2017-9-21,2884,138,138,-7122,283,-2,-6841
2017-9-21,2885,435,435,-2343,-72,918,-1497
2017-9-21,2886,-6,-6,-4844,0,39,-4805
2017-9-21,2887,192,192,-4979,0,-161,-5140
2017-9-21,2891,455,455,-7287,-67,477,-6877
2017-9-21,2892,110,110,-445,0,207,-238
2017-9-21,2912,-10,-10,-226,15,0,-211
2017-9-21,3008,2,2,-235,-14,56,-193
2017-9-21,3034,-105,-105,289,0,-17,272
2017-9-21,3045,11,11,-743,0,1,-742
2017-9-21,4904,-18,-18,-906,0,39,-867
2017-9-21,4938,240,240,-3244,0,120,-3124
2017-9-21,5871,418,418,-1446,-19,-106,-1571
2017-9-21,5880,13,13,980,0,36,1016
2017-9-21,6415,-4,-4,46,-5,-23,18
2017-9-21,6505,22,22,-270,-93,0,-363
2017-9-21,8046,13,13,-34,0,0,-34
2017-9-21,9910,-35,-35,143,0,16,159
2017-9-22,1101,-61,-61,-2057,0,1010,-1047
2017-9-22,1102,-70,-70,-1262,0,55,-1207
2017-9-22,1216,-94,-94,557,-10,-313,234
2017-9-22,1301,-2,-2,-834,71,7,-756
2017-9-22,1303,-100,-100,-359,90,-1266,-1535
2017-9-22,1326,-12,-12,-228,60,39,-129
2017-9-22,1402,159,159,-602,0,-351,-953
2017-9-22,1590,-75,-75,179,-34,-34,111
2017-9-22,2002,-25,-25,-9864,-272,-154,-10290
2017-9-22,2105,19,19,207,39,-7,239
2017-9-22,2207,-4,-4,-35,0,1,-34
2017-9-22,2303,-760,-760,5113,146,-3463,1796
2017-9-22,2308,23,23,-376,-119,-106,-601
2017-9-22,2317,-827,-827,-13398,-2641,-3572,-19611
2017-9-22,2327,9,9,367,-80,-111,176
2017-9-22,2330,-136,-136,-1087,-14,277,-824
2017-9-22,2357,-21,-21,-3,0,7,4
2017-9-22,2379,-7,-7,-84,0,-107,-191
2017-9-22,2382,342,342,-2113,-42,-318,-2473
2017-9-22,2395,-5,-5,-84,0,-2,-86
2017-9-22,2408,3822,3822,-7501,0,-106,-7607
2017-9-22,2412,-1,-1,-161,73,0,-88
2017-9-22,2454,45,45,-538,10,-113,-641
2017-9-22,2474,229,229,-29,-32,-840,-901
2017-9-22,2633,-2,-2,-534,0,-82,-616
2017-9-22,2801,20,20,-1580,101,-71,-1550
2017-9-22,2880,-160,-160,-1351,119,-326,-1558
2017-9-22,2881,-8,-8,-820,-894,-336,-2050
2017-9-22,2882,-485,-485,-5210,65,-1378,-6523
2017-9-22,2884,-324,-324,802,110,-373,540
2017-9-22,2885,-600,-600,1782,0,-1567,215
2017-9-22,2886,-55,-55,-4079,137,-97,-4039
2017-9-22,2887,40,40,-4117,118,-115,-4115
2017-9-22,2891,34,34,-1178,207,-20,-991
2017-9-22,2892,15,15,2323,112,-266,2168
2017-9-22,2912,-16,-16,-13,0,0,-13
2017-9-22,3008,71,71,-327,-34,7,-354
2017-9-22,3034,-56,-56,-196,0,-20,-216
2017-9-22,3045,0,0,-342,0,-8,-350
2017-9-22,4904,-20,-20,-975,32,18,-925
2017-9-22,4938,735,735,-5942,-30,-279,-6251
2017-9-22,5871,-244,-244,-1365,12,-51,-1404
2017-9-22,5880,-29,-29,3860,127,-28,3958
2017-9-22,6415,-5,-5,9,0,-8,1
2017-9-22,6505,25,25,-171,0,-22,-193
2017-9-22,8046,-73,-73,-18,0,0,-18
2017-9-22,9910,-22,-22,67,10,-75,2
2017-9-25,1101,112,112,-501,-155,684,28
2017-9-25,1102,-3,-3,520,268,2,790
2017-9-25,1216,-17,-17,519,245,-320,444
2017-9-25,1301,-12,-12,237,76,-24,289
2017-9-25,1303,-22,-22,-400,67,-1500,-1833
2017-9-25,1326,-16,-16,-94,4,19,-71
2017-9-25,1402,33,33,-199,-88,-237,-524
2017-9-25,1590,-33,-33,216,-6,-18,192
2017-9-25,2002,48,48,-2758,-16,2,-2772
2017-9-25,2105,-64,-64,-535,23,-4,-516
2017-9-25,2207,-6,-6,0,0,0,0
2017-9-25,2303,-3945,-3945,13510,102,-2778,10834
2017-9-25,2308,0,0,-1883,0,-41,-1924
2017-9-25,2317,1450,1450,-23956,-3524,-862,-28342
2017-9-25,2327,57,57,-68,-405,-162,-635
2017-9-25,2330,49,49,-3374,-327,-289,-3990
2017-9-25,2357,25,25,-158,0,27,-131
2017-9-25,2379,-103,-103,-464,0,-32,-496
2017-9-25,2382,76,76,-4625,0,-134,-4759
2017-9-25,2395,-13,-13,-69,-4,3,-70
2017-9-25,2408,-2083,-2083,8840,-794,-540,7506
2017-9-25,2412,197,197,-1377,63,30,-1284
2017-9-25,2454,-138,-138,358,117,-72,403
2017-9-25,2474,606,606,-1735,-282,-182,-2199
2017-9-25,2633,-401,-401,101,-119,-631,-649
2017-9-25,2801,-243,-243,-73,67,7,1
2017-9-25,2880,-28,-28,576,82,-282,376
2017-9-25,2881,-182,-182,-10,81,28,99
2017-9-25,2882,214,214,-526,66,-23,-483
2017-9-25,2884,-54,-54,-3320,84,2,-3234
2017-9-25,2885,53,53,2565,0,-424,2141
